note_intro,dataprotect
25.37,7.36
14.27,5.05
13.38,5.83
13.92,5.42
18.77,9.02
17.06,7.85
16.8,6.31
22.4196500005201,7.44810000061989
17.8071,4.75140000000465
18.76200000057,8.86900000041351
12.88,6.1
30.52,12.44
12.5070500001311,3.87564999982715
16.6249999997672,6.73699999984819
12.1293500019237,4.37660000054166
19.6470499999987,4.05790000000025
35.1399999996647,10.1799999992363
10.2319999999963,7.83000000001266
14.86,5.8
16.3616500003263,4.46115000057034
18.5499999998137,10.4960000002757
23.9599500000259,8.33810000000085
10.44,3.86
14.8665000000619,5.83180000016
18.44,5.09
14.6177999977954,5.24609999964014
39.7376999998232,13.8315999999759
43.5289999999804,11.2160000001313
14.27,6.04
25.29645,6.90725
18.9900000003399,7.59000000020023
19.37,5.04
21.1823000000001,9.84115000000003
32.6833999995142,5.05774999968708
16.24,4.98
47.28,15.15
17.8019999999992,6.01599999999962
19.3647999997484,4.92955000023358
36.8834500014782,11.4259999990463
33.06,13.16
12.55,7.94
29.2700000014156,9.96999999973923
17.9,6.99
12.2,4.25
23.0480000000534,7.33199999995122
11.1786499999994,3.95039999999881
18.75,6.08
12.618599999696,3.60524999909103
39.0569999999934,21.5880000000107
13.37,4.46
19.68,6.81
26.23,10.07
15.6025999999838,5.64500000007683
20.8200000005309,29.5700000005309
12.53,4.67
18.30600000103,8.01399999996647
26.19485000032,6.93320000020322
10.05,5.81
32.6850500004366,6.62950000027195
27.6449999999022,5.87499999994179
14.6999999997206,6.43535000039265
10.25,5.05
14.7,5.79
19.4490000000224,9.84500000020489
17.18,5.34
19.2178999999987,180.981849999998
14.99,4.14
55.0081999999998,14.1134499999998
26.77,6.03
32.9248499998357,16.1970999999903
25.8333999989554,11.4672000007704
20.0509500002954,6.17079999996349
19.8486500000581,8.73995000001742
11.18,6.2
29.62,19.52
23.88,6.09
34.7834500001045,8.09299999993527
31.8399999999929,12.6200000000063
23.7760000000708,9.69500000006519
31.5,7.6
80.6753000000026,1209.5443500008
27.42,7.9
22.3369000013918,8.44474999699742
34.5699999999488,14.9399999999878
26.8853499999386,4.85995000024559
16.62,5.9
22.5745000000461,7.70350000006147
20.4330000000482,9.19600000001083
37.71,5.59
41.2230000004638,10.1699999999255
37.7400000003399,6.69999999983702
22.001569,5.316145
20.94,7.87
19.4860000000017,5.24400000000014
14.811800000025,3.65700000002107
340.040000000008,118.320000000022
41.6715999972075,11.4457000000402
18.6669999999958,6.56899999999951
14.28,5.08
45.2197499999966,41.7581500000051
19.3377500000042,4.69000000000051
19.0669999999955,11.5699999999924
12.17,4.24
29.079999999999,8.36999999999989
30.4154000012204,7.70539999939501
20.2429999999003,5.39400000008754
23.3197499997914,6.68289999943227
38.2855000000563,13.83164999992
27.216849999968,4.80324999894947
26.7650000000049,52.6519999999982
16.0305500030518,4.35629999730736
22.7475000000413,6.36270000002696
21.84,8.7
12.6183500001207,3.36585000040941
11.28,4.21
27.540600001812,7.80840000137687
30.04,10.22
15.6,5.31
35.6964000000153,21.5409500000533
38.0409500002861,6.74134999979287
12.4933500000043,4.11200000000463
26.9697499999893,8.71589999998832
17.5478999997722,4.10510000016075
12.42,5.29
12.48,4.28
18.2469999999739,7.56700000027195
11.27,4.53
28.0799999998999,54.199999999837
19.4660000002477,6.45000000018627
23.0033999999978,8.24399999999514
32.8570000000036,5.58599999998478
91.7163500000061,27.2568500000034
21.8874000001233,10.6168000001344
13.8620000000083,6.70899999997346
33.603,10.158
17.3939999999993,7.32300000000123
10.23,4.01
22.6877999992576,4.88569999928586
12.94,3.51
19.14,5.91
15.4660000000149,5.26199999992969
18.35699999996,8.68399999999383
21.21,6.31
129.285399999935,26.5860999992583
19.0446999995038,5.19489999976941
28.3049999992363,9.14600000018254
15.66,4
18.6759999999776,8.5999999998603
32.9569000005722,8.52510000113398
24.76,4.45
17.2160000004806,6.18464999948628
15.479199999827,10.0791000001482
24.37,7.27
22.7289999999999,17.955
14.1452500002924,4.61244999896735
25.8069999999134,7.28500000026543
19.9965000000157,7.86345000000438
18.9066999999341,6.16899999964517
19.3675999995321,11.0245000000577
21.54,5.37
14.1288500000155,3.37579999999434
31.0125500010327,12.1902000007685
22.3250000001281,7.41394999990007
58.4654499997851,36.748399999924
28.5392500000307,15.3668499999912
13.5614499999792,6.0318499999994
19.198999999935,8.01900000005844
33.8873999996576,10.0906000006944
22.5785499999984,4.46319999999105
16.31,8.99
