note_intro,dataprotect
14.64,5.94
12.6659999997355,7.95299999997951
130.34805000003,6.14639999985229
41.4,9.22
11.4337000000523,4.6732500003418
24.6883999998681,10.6750000012107
15.7752000004984,9.45145000005141
13.28,7.41
8.20605000015348,3.44340000010561
11.98,6.46
16.7605499998899,7.65649999957532
40.9,19.99
13.2310000000001,10.085
26.8826499997522,10.2323500000057
54.4231499999296,9.66539999993984
30.1496500000212,21.9875499999762
33.02,8.15
26.5565500000957,10.3537499997765
17.93,5.57
12.1092999994289,5.68154999986291
16.281799999997,4.33635000139475
19.96,12.3
16.9754000000103,5.80894999999146
59.248099999968,17.6190500002122
38.43,9.77
21.16,6.42
21.4430499984883,5.04925000015646
13.31,4.66
36.4928499999996,9.92515000000139
13.3499999999913,7.9320000000007
25.39,9.48
26.9180000000051,10.9779999999955
21.5778,7.07190000000082
16.0299999999916,9.17199999999866
13.3450000000084,6.69400000000678
37.37,12.47
7.98194999981206,4.11129999964032
44.73,8.3
10.21,4.16
19.8707500000455,8.71780000001309
20.39,7.66
9.76789999999994,4.30865000000011
27.9524499998661,7.80140000046231
15.11,8.24
18.6618000001181,6.2238499999512
92.1180000000459,16.6809999999532
11.811400000006,6.52899999986403
25.9979499998735,7.78604999999516
16.36,4.01
33.9824000000954,6.08625000008033
25.8613499999046,8.30200000025798
34.2303999999422,17.8958499999135
22.1571499999845,6.26075000036508
34.4971999997506,9.80220000026748
15.37,6.46
226.416650000028,10.6537500000559
29.45,10.8
15.0517999999283,5.00990000000456
22.7014000000054,5.11249999999563
21.2251499993727,5.5022000009194
13.34,7.55
21.40345,13.1791999999999
164.990250000265,8.70439999969676
21.3730000000214,5.23500000010245
32.6092500000959,18.0240000004414
14.7010000000046,7.15899999999238
18.2,7.64
5.77,5.19
4.88,3.19
35.4373500001384,6.96690000011586
27.3739500000011,6.18234999998094
12.29,4.9
7.32,3.81
12.16,3.64
61.3470000000234,19.2770000000019
62.88,17.48
18.42,6.23
24.9952999998641,5.45160000008764
32.1224999999686,6.55675000001793
33.6,11.61
26.8856500000038,9.8752500000046
32.257250000257,5.43634999950882
30.1643499988131,6.40625
15.65,6.19
33.4288999997079,9.08479999983683
12.1200999999928,4.56415000000561
8.27680000000328,5.08589999999458
19.9554000000353,8.89699999999721
25.1136000000406,10.043050000022
59.9207999999635,13.8738999998895
15.6829999998445,5.54100000008475
14.5718000014313,5.43319999938831
5.16499999997905,13.2200000000012
17.603400000371,9.69189999974333
49.4,16.07
10.4309999998077,4.83899999991991
16.1960000000545,5.17124999998487
18.8942000000043,8.88779999999315
15.33,4.78
9.2621499998495,6.77799999946728
11.9372999999905,4.34914999990724
5.94114999985322,3.17775000003167
56.9503000000077,22.0319999999992
12.0147999999608,5.70854999998119
21.0572999999567,6.01375000005646
29.7447000001557,7.70290000014938
121.398999999947,10.5369999999675
12.8562499998952,13.8165499999013
10.55,4.1
21.768749999901,7.28600000002189
36.97,7.69
24.8598000000493,9.53835000000254
49.0633499999967,3.34054999999353
282.231400000164,24.2135000001872
29.1638000000239,13.2712500000343
25.53,8.11
14.1786999997566,7.30270000000019
43.82,8.36
34.5365500001935,20.496250000142
19.1188499999771,10.855100000008
44.1671499994118,7.44165000040084
8.67534999968484,3.08455000049435
10.0592499999038,7.23664999997709
24.6914500000003,5.84405000000061
13.5633500001859,6.01034999999683
20.55980000001,12.7552000000287
69.1869999992196,42.603999999119
13.2598999999993,3.85044999999991
6.05774999999994,2.96834999997373
27.507976,6.178195
27.9202499985695,14.2394499992952
26.8706000002567,10.1698000001488
24.6175499999663,6.66489999974147
7.85025000001042,3.60575000000608
14.4190000000071,6.12199999999575
13.4289999999965,5.5290000000241
8.9100000000326,4.59499999997206
29.12,9.53
22.7833499998087,7.20319999963976
42.63,10.74
18.5723999998299,5.45344999991357
26.6464499989525,16.2332500005141
27.3199000000022,8.61194999997679
